ItemType,Title,Author,CopyrightDate,AccessionedDate,OwningLibrary,ReplacementPrice,MissingStatus,MissingDate,CallNumber,Barcode,Bib Marc Tag Number,Bib Marc Subfield Name,Bib Marc Subfield Data
PLAYER,Twisted twenty-six,"Evanovich, Janet,",2019,11/4/19,Distribution Facility,$56.79 ,HOLDS-BKM,1/27/20,EVAN 1-DEVICE,158613059,300,a,"1 audio media player (6 hr., 30 min.) :"
PLAYER,Twisted twenty-six,"Evanovich, Janet,",2019,11/4/19,Distribution Facility,$56.79 ,HOLDS-BKM,1/27/20,EVAN 1-DEVICE,158613059,300,c,3 3/8 x 2 1/8 in.
PLAYER,Twisted twenty-six,"Evanovich, Janet,",2019,11/4/19,Distribution Facility,$56.79 ,CHECKEDOUT,2/3/20,EVAN 1-DEVICE,158613034,300,a,"1 audio media player (6 hr., 30 min.) :"
PLAYER,Twisted twenty-six,"Evanovich, Janet,",2019,11/4/19,Distribution Facility,$56.79 ,CHECKEDOUT,2/3/20,EVAN 1-DEVICE,158613034,300,c,3 3/8 x 2 1/8 in.
PLAYER,Twisted twenty-six,"Evanovich, Janet,",2019,11/4/19,Distribution Facility,$56.79 ,CHECKEDOUT,2/1/20,EVAN 1-DEVICE,158613075,300,a,"1 audio media player (6 hr., 30 min.) :"
PLAYER,Twisted twenty-six,"Evanovich, Janet,",2019,11/4/19,Distribution Facility,$56.79 ,CHECKEDOUT,2/1/20,EVAN 1-DEVICE,158613075,300,c,3 3/8 x 2 1/8 in.
PLAYER,Twisted twenty-six,"Evanovich, Janet,",2019,11/4/19,Distribution Facility,$56.79 ,CHECKEDOUT,2/4/20,EVAN 1-DEVICE,158613067,300,a,"1 audio media player (6 hr., 30 min.) :"
PLAYER,Twisted twenty-six,"Evanovich, Janet,",2019,11/4/19,Distribution Facility,$56.79 ,CHECKEDOUT,2/4/20,EVAN 1-DEVICE,158613067,300,c,3 3/8 x 2 1/8 in.
PLAYER,Twisted twenty-six,"Evanovich, Janet,",2019,11/4/19,Distribution Facility,$56.79 ,CHECKEDOUT,1/25/20,EVAN 1-DEVICE,158613042,300,a,"1 audio media player (6 hr., 30 min.) :"
PLAYER,Twisted twenty-six,"Evanovich, Janet,",2019,11/4/19,Distribution Facility,$56.79 ,CHECKEDOUT,1/25/20,EVAN 1-DEVICE,158613042,300,c,3 3/8 x 2 1/8 in.
GAME,Nancy Drew.,,2019,11/4/19,Distribution Facility,$0.00 ,ON-ORDER,1/1/00,ON ORDER,1081033-1001,300,a,1 computer disc :
GAME,Nancy Drew.,,2019,11/4/19,Distribution Facility,$0.00 ,ON-ORDER,1/1/00,ON ORDER,1081033-1001,300,c,4 3/4 in.
TBOOK,Catfishing on catnet /,"Kritzer, Naomi,",2019,11/5/19,Distribution Facility,$9.43 ,CHECKEDOUT,1/21/20,KRIT,213428121,300,a,304 pages ;
TBOOK,Catfishing on catnet /,"Kritzer, Naomi,",2019,11/5/19,Distribution Facility,$9.43 ,CHECKEDOUT,1/21/20,KRIT,213428121,300,c,22 cm
TBOOK,Catfishing on catnet /,"Kritzer, Naomi,",2019,11/5/19,Library 21c,$9.43 ,CHECKEDOUT,1/31/20,KRIT,213428139,300,a,304 pages ;
TBOOK,Catfishing on catnet /,"Kritzer, Naomi,",2019,11/5/19,Library 21c,$9.43 ,CHECKEDOUT,1/31/20,KRIT,213428139,300,c,22 cm
TBOOK,Crying laughing /,"Rubin, Lance,",2019,11/5/19,Distribution Facility,$9.43 ,CHECKEDOUT,1/16/20,RUBI,213327174,300,a,325 pages :
TBOOK,Crying laughing /,"Rubin, Lance,",2019,11/5/19,Distribution Facility,$9.43 ,CHECKEDOUT,1/16/20,RUBI,213327174,300,c,22 cm
TBOOK,Crying laughing /,"Rubin, Lance,",2019,11/5/19,Penrose Library,$9.43 ,TEENFIC,2/4/20,RUBI,213327166,300,a,325 pages :
TBOOK,Crying laughing /,"Rubin, Lance,",2019,11/5/19,Penrose Library,$9.43 ,TEENFIC,2/4/20,RUBI,213327166,300,c,22 cm
TBOOK,Star Wars.,"Shinick, Kevin,",2019,11/5/19,Sand Creek Library,$9.43 ,TEENFIC,1/18/20,SHIN,213500291,300,a,379 pages :
TBOOK,Star Wars.,"Shinick, Kevin,",2019,11/5/19,Sand Creek Library,$9.43 ,TEENFIC,1/18/20,SHIN,213500291,300,c,22 cm.
TBOOK,Star Wars.,"Shinick, Kevin,",2019,11/5/19,Library 21c,$9.43 ,CHECKEDOUT,1/25/20,SHIN,213500317,300,a,379 pages :
TBOOK,Star Wars.,"Shinick, Kevin,",2019,11/5/19,Library 21c,$9.43 ,CHECKEDOUT,1/25/20,SHIN,213500317,300,c,22 cm.
TBOOK,Star Wars.,"Shinick, Kevin,",2019,11/5/19,Old Colorado City Library,$9.43 ,TEENFIC,1/7/20,SHIN,213500309,300,a,379 pages :
TBOOK,Star Wars.,"Shinick, Kevin,",2019,11/5/19,Old Colorado City Library,$9.43 ,TEENFIC,1/7/20,SHIN,213500309,300,c,22 cm.
TBOOK,Star Wars.,"Shinick, Kevin,",2019,11/5/19,Penrose Library,$9.43 ,CHECKEDOUT,1/22/20,SHIN,213500333,300,a,379 pages :
TBOOK,Star Wars.,"Shinick, Kevin,",2019,11/5/19,Penrose Library,$9.43 ,CHECKEDOUT,1/22/20,SHIN,213500333,300,c,22 cm.
TBOOK,Star Wars.,"Shinick, Kevin,",2019,11/5/19,Penrose Library,$9.43 ,CHECKEDOUT,2/1/20,SHIN,213500325,300,a,379 pages :
TBOOK,Star Wars.,"Shinick, Kevin,",2019,11/5/19,Penrose Library,$9.43 ,CHECKEDOUT,2/1/20,SHIN,213500325,300,c,22 cm.
TBOOK,Star Wars.,"Shinick, Kevin,",2019,11/5/19,Monument Library,$9.43 ,CHECKEDOUT,1/30/20,SHIN,213500259,300,a,379 pages :
TBOOK,Star Wars.,"Shinick, Kevin,",2019,11/5/19,Monument Library,$9.43 ,CHECKEDOUT,1/30/20,SHIN,213500259,300,c,22 cm.
TBOOK,Star Wars.,"Shinick, Kevin,",2019,11/5/19,Monument Library,$9.43 ,TEENFIC,2/4/20,SHIN,213500283,300,a,379 pages :
TBOOK,Star Wars.,"Shinick, Kevin,",2019,11/5/19,Monument Library,$9.43 ,TEENFIC,2/4/20,SHIN,213500283,300,c,22 cm.
TBOOK,Star Wars.,"Shinick, Kevin,",2019,11/5/19,Rockrimmon Library,$9.43 ,TEENFIC,1/9/20,SHIN,213500267,300,a,379 pages :
TBOOK,Star Wars.,"Shinick, Kevin,",2019,11/5/19,Rockrimmon Library,$9.43 ,TEENFIC,1/9/20,SHIN,213500267,300,c,22 cm.
LPBOOK,Criss Cross,"Patterson, James,",2019,11/5/19,Distribution Facility,$18.14 ,HOLDS-EAST,2/2/20,PATT,213429822,300,a,501 pages (large print) ;
LPBOOK,Criss Cross,"Patterson, James,",2019,11/5/19,Distribution Facility,$18.14 ,HOLDS-EAST,2/2/20,PATT,213429822,300,c,24 cm.
LPBOOK,Criss Cross,"Patterson, James,",2019,11/5/19,Distribution Facility,$18.14 ,HOLDS-FOUN,2/3/20,PATT,213429814,300,a,501 pages (large print) ;
LPBOOK,Criss Cross,"Patterson, James,",2019,11/5/19,Distribution Facility,$18.14 ,HOLDS-FOUN,2/3/20,PATT,213429814,300,c,24 cm.
LPBOOK,Criss Cross,"Patterson, James,",2019,11/5/19,Distribution Facility,$18.14 ,HOLDS-CHEY,2/3/20,PATT,213429764,300,a,501 pages (large print) ;
LPBOOK,Criss Cross,"Patterson, James,",2019,11/5/19,Distribution Facility,$18.14 ,HOLDS-CHEY,2/3/20,PATT,213429764,300,c,24 cm.
LPBOOK,Criss Cross,"Patterson, James,",2019,11/5/19,Distribution Facility,$18.14 ,CHECKEDOUT,1/22/20,PATT,213429806,300,a,501 pages (large print) ;
LPBOOK,Criss Cross,"Patterson, James,",2019,11/5/19,Distribution Facility,$18.14 ,CHECKEDOUT,1/22/20,PATT,213429806,300,c,24 cm.
LPBOOK,Criss Cross,"Patterson, James,",2019,11/5/19,Distribution Facility,$18.14 ,CHECKEDOUT,1/27/20,PATT,213429780,300,a,501 pages (large print) ;
LPBOOK,Criss Cross,"Patterson, James,",2019,11/5/19,Distribution Facility,$18.14 ,CHECKEDOUT,1/27/20,PATT,213429780,300,c,24 cm.
LPBOOK,Criss Cross,"Patterson, James,",2019,11/5/19,Distribution Facility,$18.14 ,CHECKEDOUT,1/28/20,PATT,213429798,300,a,501 pages (large print) ;
LPBOOK,Criss Cross,"Patterson, James,",2019,11/5/19,Distribution Facility,$18.14 ,CHECKEDOUT,1/28/20,PATT,213429798,300,c,24 cm.
LPBOOK,Criss Cross,"Patterson, James,",2019,11/5/19,Distribution Facility,$18.14 ,HOLDS-OCC,2/3/20,PATT,213429855,300,a,501 pages (large print) ;
LPBOOK,Criss Cross,"Patterson, James,",2019,11/5/19,Distribution Facility,$18.14 ,HOLDS-OCC,2/3/20,PATT,213429855,300,c,24 cm.
LPBOOK,Criss Cross,"Patterson, James,",2019,11/5/19,Distribution Facility,$18.14 ,HOLDS-BKM,2/3/20,PATT,213429848,300,a,501 pages (large print) ;
LPBOOK,Criss Cross,"Patterson, James,",2019,11/5/19,Distribution Facility,$18.14 ,HOLDS-BKM,2/3/20,PATT,213429848,300,c,24 cm.
LPBOOK,Criss Cross,"Patterson, James,",2019,11/5/19,Distribution Facility,$18.14 ,CHECKEDOUT,2/1/20,PATT,213429772,300,a,501 pages (large print) ;
LPBOOK,Criss Cross,"Patterson, James,",2019,11/5/19,Distribution Facility,$18.14 ,CHECKEDOUT,2/1/20,PATT,213429772,300,c,24 cm.
VANBOOK,Criss Cross,"Patterson, James,",2019,11/5/19,Lobby Stop Van,$18.14 ,CHECKEDOUT,1/29/20,PATT,213429830,300,a,501 pages (large print) ;
VANBOOK,Criss Cross,"Patterson, James,",2019,11/5/19,Lobby Stop Van,$18.14 ,CHECKEDOUT,1/29/20,PATT,213429830,300,c,24 cm.
LPBOOK,A minute to midnight,"Baldacci, David,",2019,11/5/19,Distribution Facility,$16.24 ,CHECKEDOUT,1/24/20,BALD,213500457,300,a,662 pages (large print) ;
LPBOOK,A minute to midnight,"Baldacci, David,",2019,11/5/19,Distribution Facility,$16.24 ,CHECKEDOUT,1/24/20,BALD,213500457,300,c,24 cm.
LPBOOK,A minute to midnight,"Baldacci, David,",2019,11/5/19,Distribution Facility,$16.24 ,CHECKEDOUT,2/1/20,BALD,213500887,300,a,662 pages (large print) ;
LPBOOK,A minute to midnight,"Baldacci, David,",2019,11/5/19,Distribution Facility,$16.24 ,CHECKEDOUT,2/1/20,BALD,213500887,300,c,24 cm.
LPBOOK,A minute to midnight,"Baldacci, David,",2019,11/5/19,Distribution Facility,$16.24 ,CHECKEDOUT,2/4/20,BALD,213500903,300,a,662 pages (large print) ;
LPBOOK,A minute to midnight,"Baldacci, David,",2019,11/5/19,Distribution Facility,$16.24 ,CHECKEDOUT,2/4/20,BALD,213500903,300,c,24 cm.
LPBOOK,A minute to midnight,"Baldacci, David,",2019,11/5/19,Distribution Facility,$16.24 ,CHECKEDOUT,1/16/20,BALD,213500879,300,a,662 pages (large print) ;
LPBOOK,A minute to midnight,"Baldacci, David,",2019,11/5/19,Distribution Facility,$16.24 ,CHECKEDOUT,1/16/20,BALD,213500879,300,c,24 cm.
LPBOOK,A minute to midnight,"Baldacci, David,",2019,11/5/19,Distribution Facility,$16.24 ,CHECKEDOUT,1/21/20,BALD,213500861,300,a,662 pages (large print) ;
LPBOOK,A minute to midnight,"Baldacci, David,",2019,11/5/19,Distribution Facility,$16.24 ,CHECKEDOUT,1/21/20,BALD,213500861,300,c,24 cm.
LPBOOK,A minute to midnight,"Baldacci, David,",2019,11/5/19,Distribution Facility,$16.24 ,HOLDS-PENR,2/2/20,BALD,213500895,300,a,662 pages (large print) ;
LPBOOK,A minute to midnight,"Baldacci, David,",2019,11/5/19,Distribution Facility,$16.24 ,HOLDS-PENR,2/2/20,BALD,213500895,300,c,24 cm.
LPBOOK,A minute to midnight,"Baldacci, David,",2019,11/5/19,Distribution Facility,$16.24 ,INTRANSIT,2/3/20,BALD,213500481,300,a,662 pages (large print) ;
LPBOOK,A minute to midnight,"Baldacci, David,",2019,11/5/19,Distribution Facility,$16.24 ,INTRANSIT,2/3/20,BALD,213500481,300,c,24 cm.
LPBOOK,A minute to midnight,"Baldacci, David,",2019,11/5/19,Distribution Facility,$16.24 ,CHECKEDOUT,12/27/19,BALD,213500432,300,a,662 pages (large print) ;
LPBOOK,A minute to midnight,"Baldacci, David,",2019,11/5/19,Distribution Facility,$16.24 ,CHECKEDOUT,12/27/19,BALD,213500432,300,c,24 cm.
LPBOOK,A minute to midnight,"Baldacci, David,",2019,11/5/19,Distribution Facility,$16.24 ,CHECKEDOUT,2/4/20,BALD,213500473,300,a,662 pages (large print) ;
LPBOOK,A minute to midnight,"Baldacci, David,",2019,11/5/19,Distribution Facility,$16.24 ,CHECKEDOUT,2/4/20,BALD,213500473,300,c,24 cm.
LPBOOK,A minute to midnight,"Baldacci, David,",2019,11/5/19,Distribution Facility,$16.24 ,CHECKEDOUT,1/22/20,BALD,213500465,300,a,662 pages (large print) ;
LPBOOK,A minute to midnight,"Baldacci, David,",2019,11/5/19,Distribution Facility,$16.24 ,CHECKEDOUT,1/22/20,BALD,213500465,300,c,24 cm.
LPBOOK,A minute to midnight,"Baldacci, David,",2019,11/5/19,Distribution Facility,$16.24 ,CHECKEDOUT,1/8/20,BALD,213500424,300,a,662 pages (large print) ;
LPBOOK,A minute to midnight,"Baldacci, David,",2019,11/5/19,Distribution Facility,$16.24 ,CHECKEDOUT,1/8/20,BALD,213500424,300,c,24 cm.
LPBOOK,A minute to midnight,"Baldacci, David,",2019,11/5/19,Distribution Facility,$16.24 ,CHECKEDOUT,1/28/20,BALD,213500499,300,a,662 pages (large print) ;
LPBOOK,A minute to midnight,"Baldacci, David,",2019,11/5/19,Distribution Facility,$16.24 ,CHECKEDOUT,1/28/20,BALD,213500499,300,c,24 cm.
LPBOOK,A minute to midnight,"Baldacci, David,",2019,11/5/19,Distribution Facility,$16.24 ,CHECKEDOUT,1/30/20,BALD,213500440,300,a,662 pages (large print) ;
LPBOOK,A minute to midnight,"Baldacci, David,",2019,11/5/19,Distribution Facility,$16.24 ,CHECKEDOUT,1/30/20,BALD,213500440,300,c,24 cm.
LPBOOK,A minute to midnight,"Baldacci, David,",2019,11/5/19,Distribution Facility,$16.24 ,CHECKEDOUT,1/19/20,BALD,213500507,300,a,662 pages (large print) ;
LPBOOK,A minute to midnight,"Baldacci, David,",2019,11/5/19,Distribution Facility,$16.24 ,CHECKEDOUT,1/19/20,BALD,213500507,300,c,24 cm.
VANBOOK,A minute to midnight,"Baldacci, David,",2019,11/5/19,Lobby Stop Van,$16.24 ,CHECKEDOUT,1/6/20,BALD,213500853,300,a,662 pages (large print) ;
VANBOOK,A minute to midnight,"Baldacci, David,",2019,11/5/19,Lobby Stop Van,$16.24 ,CHECKEDOUT,1/6/20,BALD,213500853,300,c,24 cm.
BOOK,An ale of two cities /,"Fox, Sarah",2019,11/5/19,Distribution Facility,$13.62 ,CHECKEDOUT,1/23/20,FOX,213339724,300,a,278 pages ;
BOOK,An ale of two cities /,"Fox, Sarah",2019,11/5/19,Distribution Facility,$13.62 ,CHECKEDOUT,1/23/20,FOX,213339724,300,c,22 cm
BOOK,An ale of two cities /,"Fox, Sarah",2019,11/5/19,Mobile Libraries,$13.62 ,NEW,1/23/20,FOX,213339716,300,a,278 pages ;
BOOK,An ale of two cities /,"Fox, Sarah",2019,11/5/19,Mobile Libraries,$13.62 ,NEW,1/23/20,FOX,213339716,300,c,22 cm
BOOK,The ambassador's daughter /,"Jenoff, Pam.",2019,11/5/19,Distribution Facility,$14.67 ,CHECKEDOUT,1/30/20,JENO,213429863,300,a,365 pages ;
BOOK,The ambassador's daughter /,"Jenoff, Pam.",2019,11/5/19,Distribution Facility,$14.67 ,CHECKEDOUT,1/30/20,JENO,213429863,300,c,23 cm
BOOK,The ambassador's daughter /,"Jenoff, Pam.",2019,11/5/19,Distribution Facility,$14.67 ,CHECKEDOUT,1/29/20,JENO,213429459,300,a,365 pages ;
BOOK,The ambassador's daughter /,"Jenoff, Pam.",2019,11/5/19,Distribution Facility,$14.67 ,CHECKEDOUT,1/29/20,JENO,213429459,300,c,23 cm
BOOK,The ambassador's daughter /,"Jenoff, Pam.",2019,11/5/19,Rockrimmon Library,$14.67 ,CHECKEDOUT,1/23/20,JENO,213429467,300,a,365 pages ;
BOOK,The ambassador's daughter /,"Jenoff, Pam.",2019,11/5/19,Rockrimmon Library,$14.67 ,CHECKEDOUT,1/23/20,JENO,213429467,300,c,23 cm
BOOK,Anyone but a duke /,"Krahn, Betina M.,",2019,11/5/19,East Library,$4.67 ,CHECKEDOUT,1/25/20,KRAH,213424633,300,a,343 pages ;
BOOK,Anyone but a duke /,"Krahn, Betina M.,",2019,11/5/19,East Library,$4.67 ,CHECKEDOUT,1/25/20,KRAH,213424633,300,c,18 cm.
BOOK,Anyone but a duke /,"Krahn, Betina M.,",2019,11/5/19,Fountain Library,$4.67 ,CHECKEDOUT,1/31/20,KRAH,213424625,300,a,343 pages ;
BOOK,Anyone but a duke /,"Krahn, Betina M.,",2019,11/5/19,Fountain Library,$4.67 ,CHECKEDOUT,1/31/20,KRAH,213424625,300,c,18 cm.
BOOK,Bloody trail of the mountain man /,"Johnstone, William W.,",2019,11/5/19,Distribution Facility,$4.67 ,CHECKEDOUT,1/8/20,JOHN,213421407,300,a,"vi, 376 pages ;"
BOOK,Bloody trail of the mountain man /,"Johnstone, William W.,",2019,11/5/19,Distribution Facility,$4.67 ,CHECKEDOUT,1/8/20,JOHN,213421407,300,c,18 cm.
BOOK,Bloody trail of the mountain man /,"Johnstone, William W.,",2019,11/5/19,Distribution Facility,$4.67 ,CHECKEDOUT,1/24/20,JOHN,213421399,300,a,"vi, 376 pages ;"
BOOK,Bloody trail of the mountain man /,"Johnstone, William W.,",2019,11/5/19,Distribution Facility,$4.67 ,CHECKEDOUT,1/24/20,JOHN,213421399,300,c,18 cm.
BOOK,The body in the dumb river : a Yorkshire mystery /,"Bellairs, George,",2020,11/5/19,Cheyenne Mountain Library,$8.77 ,CHECKEDOUT,1/25/20,BELL,213382153,300,a,"x, 210 pages ;"
BOOK,The body in the dumb river : a Yorkshire mystery /,"Bellairs, George,",2020,11/5/19,Cheyenne Mountain Library,$8.77 ,CHECKEDOUT,1/25/20,BELL,213382153,300,c,21 cm.
BOOK,The body in the dumb river : a Yorkshire mystery /,"Bellairs, George,",2020,11/5/19,East Library,$8.77 ,CHECKEDOUT,1/27/20,BELL,213382161,300,a,"x, 210 pages ;"
BOOK,The body in the dumb river : a Yorkshire mystery /,"Bellairs, George,",2020,11/5/19,East Library,$8.77 ,CHECKEDOUT,1/27/20,BELL,213382161,300,c,21 cm.
BOOK,Bookmarked for murder /,"Burns, V. M.,",2019,11/5/19,Ruth Holley Library,$9.33 ,CHECKEDOUT,1/27/20,BURN,213424393,300,a,249 pages ;
BOOK,Bookmarked for murder /,"Burns, V. M.,",2019,11/5/19,Ruth Holley Library,$9.33 ,CHECKEDOUT,1/27/20,BURN,213424393,300,c,21 cm.
BOOK,Bookmarked for murder /,"Burns, V. M.,",2019,11/5/19,High Prairie Library,$9.33 ,NEW,1/30/20,BURN,213424385,300,a,249 pages ;
BOOK,Bookmarked for murder /,"Burns, V. M.,",2019,11/5/19,High Prairie Library,$9.33 ,NEW,1/30/20,BURN,213424385,300,c,21 cm.
BOOK,Born to be a cowboy : a Montana Strong novel /,"Ryan, R. C.,",2019,11/5/19,Library 21c,$4.67 ,FICTION,1/17/20,RYAN,213321789,300,a,428 pages ;
BOOK,Born to be a cowboy : a Montana Strong novel /,"Ryan, R. C.,",2019,11/5/19,Library 21c,$4.67 ,FICTION,1/17/20,RYAN,213321789,300,c,18 cm
BOOK,Born to be a cowboy : a Montana Strong novel /,"Ryan, R. C.,",2019,11/5/19,East Library,$4.67 ,NEW,2/3/20,RYAN,213321797,300,a,428 pages ;
BOOK,Born to be a cowboy : a Montana Strong novel /,"Ryan, R. C.,",2019,11/5/19,East Library,$4.67 ,NEW,2/3/20,RYAN,213321797,300,c,18 cm
BOOK,The bridal suite /,"Alers, Rochelle,",2019,11/5/19,Distribution Facility,$7.58 ,CHECKEDOUT,1/23/20,ALER,213424419,300,a,390 pages ;
BOOK,The bridal suite /,"Alers, Rochelle,",2019,11/5/19,Distribution Facility,$7.58 ,CHECKEDOUT,1/23/20,ALER,213424419,300,c,21 cm.
BOOK,The bridal suite /,"Alers, Rochelle,",2019,11/5/19,Sand Creek Library,$7.58 ,CHECKEDOUT,1/27/20,ALER,213424401,300,a,390 pages ;
BOOK,The bridal suite /,"Alers, Rochelle,",2019,11/5/19,Sand Creek Library,$7.58 ,CHECKEDOUT,1/27/20,ALER,213424401,300,c,21 cm.
BOOK,The cost of honor /,"Stewart, Diana Muñoz,",2019,11/5/19,Library 21c,$4.67 ,NEW,12/18/19,STEW,213336027,300,a,350 pages ;
BOOK,The cost of honor /,"Stewart, Diana Muñoz,",2019,11/5/19,Library 21c,$4.67 ,NEW,12/18/19,STEW,213336027,300,c,18 cm.
BOOK,The cost of honor /,"Stewart, Diana Muñoz,",2019,11/5/19,East Library,$4.67 ,CHECKEDOUT,1/16/20,STEW,213336035,300,a,350 pages ;
BOOK,The cost of honor /,"Stewart, Diana Muñoz,",2019,11/5/19,East Library,$4.67 ,CHECKEDOUT,1/16/20,STEW,213336035,300,c,18 cm.
BOOK,Courageous /,"Palmer, Diana,",2019,11/5/19,Monument Library,$4.67 ,NEW,1/31/20,PALM,213422249,300,a,440 pages ;
BOOK,Courageous /,"Palmer, Diana,",2019,11/5/19,Monument Library,$4.67 ,NEW,1/31/20,PALM,213422249,300,c,18 cm.
BOOK,Courageous /,"Palmer, Diana,",2019,11/5/19,East Library,$4.67 ,CHECKEDOUT,2/4/20,PALM,213422256,300,a,440 pages ;
BOOK,Courageous /,"Palmer, Diana,",2019,11/5/19,East Library,$4.67 ,CHECKEDOUT,2/4/20,PALM,213422256,300,c,18 cm.
BOOK,A cowboy like you /,"Grant, Donna,",2019,11/5/19,Library 21c,$4.67 ,CHECKEDOUT,2/3/20,GRAN,213422223,300,a,288 pages ;
BOOK,A cowboy like you /,"Grant, Donna,",2019,11/5/19,Library 21c,$4.67 ,CHECKEDOUT,2/3/20,GRAN,213422223,300,c,18 cm.
BOOK,A cowboy like you /,"Grant, Donna,",2019,11/5/19,East Library,$4.67 ,NEW,2/2/20,GRAN,213422215,300,a,288 pages ;
BOOK,A cowboy like you /,"Grant, Donna,",2019,11/5/19,East Library,$4.67 ,NEW,2/2/20,GRAN,213422215,300,c,18 cm.
BOOK,A cowboy like you /,"Grant, Donna,",2019,11/5/19,Mobile Libraries,$4.67 ,CHECKEDOUT,1/14/20,GRAN,213422231,300,a,288 pages ;
BOOK,A cowboy like you /,"Grant, Donna,",2019,11/5/19,Mobile Libraries,$4.67 ,CHECKEDOUT,1/14/20,GRAN,213422231,300,c,18 cm.
BOOK,Death brings a shadow /,"Simpson, Rosemary,",2019,11/5/19,Library 21c,$13.62 ,CHECKEDOUT,1/25/20,SIMP,213339633,300,a,304 pages ;
BOOK,Death brings a shadow /,"Simpson, Rosemary,",2019,11/5/19,Library 21c,$13.62 ,CHECKEDOUT,1/25/20,SIMP,213339633,300,c,21 cm
BOOK,Death brings a shadow /,"Simpson, Rosemary,",2019,11/5/19,Ruth Holley Library,$13.62 ,NEW,2/4/20,SIMP,213339641,300,a,304 pages ;
BOOK,Death brings a shadow /,"Simpson, Rosemary,",2019,11/5/19,Ruth Holley Library,$13.62 ,NEW,2/4/20,SIMP,213339641,300,c,21 cm
BOOK,The dog who knew too much /,"Davis, Krista,",2019,11/5/19,Rockrimmon Library,$4.67 ,CHECKEDOUT,1/22/20,DAVI,213322449,300,a,"xii, 289 pages ;"
BOOK,The dog who knew too much /,"Davis, Krista,",2019,11/5/19,Rockrimmon Library,$4.67 ,CHECKEDOUT,1/22/20,DAVI,213322449,300,c,18 cm.
BOOK,The dog who knew too much /,"Davis, Krista,",2019,11/5/19,Library 21c,$4.67 ,CHECKEDOUT,1/23/20,DAVI,213322456,300,a,"xii, 289 pages ;"
BOOK,The dog who knew too much /,"Davis, Krista,",2019,11/5/19,Library 21c,$4.67 ,CHECKEDOUT,1/23/20,DAVI,213322456,300,c,18 cm.
BOOK,Down among the dead /,"Wagers, K. B.,",2019,11/5/19,East Library,$9.94 ,CHECKEDOUT,1/24/20,WAGE,213331846,300,a,432 pages ;
BOOK,Down among the dead /,"Wagers, K. B.,",2019,11/5/19,East Library,$9.94 ,CHECKEDOUT,1/24/20,WAGE,213331846,300,c,21 cm.
BOOK,Down among the dead /,"Wagers, K. B.,",2019,11/5/19,Ruth Holley Library,$9.94 ,INTRANSIT,2/4/20,WAGE,213331838,300,a,432 pages ;
BOOK,Down among the dead /,"Wagers, K. B.,",2019,11/5/19,Ruth Holley Library,$9.94 ,INTRANSIT,2/4/20,WAGE,213331838,300,c,21 cm.
BOOK,Forever and a duke /,"Burrowes, Grace,",2019,11/5/19,Ruth Holley Library,$4.67 ,CHECKEDOUT,1/21/20,BURR,213320815,300,a,446 pages ;
BOOK,Forever and a duke /,"Burrowes, Grace,",2019,11/5/19,Ruth Holley Library,$4.67 ,CHECKEDOUT,1/21/20,BURR,213320815,300,c,18 cm
BOOK,Forever and a duke /,"Burrowes, Grace,",2019,11/5/19,Ruth Holley Library,$4.67 ,CHECKEDOUT,2/3/20,BURR,213320807,300,a,446 pages ;
BOOK,Forever and a duke /,"Burrowes, Grace,",2019,11/5/19,Ruth Holley Library,$4.67 ,CHECKEDOUT,2/3/20,BURR,213320807,300,c,18 cm
BOOK,The goddess gets her guy /,"Chase, Ashlyn,",2019,11/5/19,Monument Library,$4.67 ,CHECKEDOUT,2/3/20,CHAS,213336043,300,a,310 pages ;
BOOK,The goddess gets her guy /,"Chase, Ashlyn,",2019,11/5/19,Monument Library,$4.67 ,CHECKEDOUT,2/3/20,CHAS,213336043,300,c,18 cm
BOOK,The goddess gets her guy /,"Chase, Ashlyn,",2019,11/5/19,Rockrimmon Library,$4.67 ,NEW,1/15/20,CHAS,213336050,300,a,310 pages ;
BOOK,The goddess gets her guy /,"Chase, Ashlyn,",2019,11/5/19,Rockrimmon Library,$4.67 ,NEW,1/15/20,CHAS,213336050,300,c,18 cm
BOOK,The hills of homicide : stories /,"L'Amour, Louis,",2019,11/5/19,Distribution Facility,$3.50 ,CHECKEDOUT,1/21/20,LAMO,213320955,300,a,"xii, 370 pages ;"
BOOK,The hills of homicide : stories /,"L'Amour, Louis,",2019,11/5/19,Distribution Facility,$3.50 ,CHECKEDOUT,1/21/20,LAMO,213320955,300,c,18 cm.
BOOK,The hills of homicide : stories /,"L'Amour, Louis,",2019,11/5/19,Penrose Library,$3.50 ,CHECKEDOUT,1/30/20,LAMO,213320963,300,a,"xii, 370 pages ;"
BOOK,The hills of homicide : stories /,"L'Amour, Louis,",2019,11/5/19,Penrose Library,$3.50 ,CHECKEDOUT,1/30/20,LAMO,213320963,300,c,18 cm.
BOOK,Holly Banks full of angst : a novel /,"Valerie, Julie,",2019,11/5/19,Distribution Facility,$8.75 ,CHECKEDOUT,2/2/20,VALE,213323744,300,a,361 pages ;
BOOK,Holly Banks full of angst : a novel /,"Valerie, Julie,",2019,11/5/19,Distribution Facility,$8.75 ,CHECKEDOUT,2/2/20,VALE,213323744,300,c,21 cm
BOOK,Holly Banks full of angst : a novel /,"Valerie, Julie,",2019,11/5/19,Distribution Facility,$8.75 ,CHECKEDOUT,1/4/20,VALE,213323736,300,a,361 pages ;
